ID,First Name,Last Name,Basic Salary,Housing Allowance,Transportation Allowance,Medical Allowance,Gross Salary,Net Salary
1655,Denise,Mendoza,110906,7266,4562,2264,124998.0,106248.3
1656,Tracy,Martinez,140915,19392,9967,2304,172578.0,146691.3
1657,Courtney,Byrd,136898,6070,8268,1345,152581.0,129693.85
1658,Levi,Taylor,53670,6775,9820,2698,72963.0,62018.55
1659,Robert,Hall,50450,16357,6375,1209,74391.0,63232.35
1660,Megan,Costa,81163,14913,4013,1153,101242.0,86055.7
1661,Michael,Fernandez,128705,12457,8431,3563,153156.0,130182.6
1662,Renee,Duncan,101295,15467,7589,4524,128875.0,109543.75
1663,Jodi,Powell,113227,10070,6677,4697,134671.0,114470.35
1664,Brendan,Mullins,54662,8426,2379,4975,70442.0,59875.7
1665,Xavier,Esparza,97640,12498,2044,3807,115989.0,98590.65
1666,John,Ruiz,58996,13262,9251,4593,86102.0,73186.7
1667,Brenda,Richardson,148384,10547,7428,1388,167747.0,142584.95
1668,Nicholas,Proctor,94437,10614,7297,2373,114721.0,97512.85
1669,Cheryl,Fisher,147972,15513,3669,2646,169800.0,144330.0
1670,Amy,Romero,61999,8769,8710,4227,83705.0,71149.25
1671,Francis,Barr,88125,18434,7525,3524,117608.0,99966.8
1672,Michelle,Strickland,76844,6928,5360,4599,93731.0,79671.35
1673,Sean,Herrera,64798,19882,4627,3421,92728.0,78818.8
1674,Bradley,Johnson,53100,9983,4169,1604,68856.0,58527.6
1675,Madeline,Wagner,99969,12985,6746,1350,121050.0,102892.5
1676,Dominic,Perry,83956,14544,7134,4125,109759.0,93295.15
1677,Bobby,Thomas,82338,16709,7876,2589,109512.0,93085.2
1678,Bradley,Smith,146695,18915,9819,1992,177421.0,150807.85
1679,Michael,Price,139843,18510,8218,4610,171181.0,145503.85
1680,David,Parrish,127967,13615,8351,1580,151513.0,128786.05
1681,James,Hansen,117400,9497,8939,1195,137031.0,116476.35
1682,Jonathan,Maddox,126718,6005,6262,1243,140228.0,119193.8
1683,Bradley,Figueroa,33941,6407,5435,3396,49179.0,41802.15
1684,David,Clark,57313,11418,7578,2656,78965.0,67120.25
1685,Shannon,Fuller,50491,10844,7972,1896,71203.0,60522.55
1686,Ellen,Lindsey,64306,14009,3395,1950,83660.0,71111.0
1687,Russell,Clark,92360,9420,3198,3668,108646.0,92349.1
1688,Adam,Underwood,38309,8357,9199,3606,59471.0,50550.35
1689,Megan,Howard,77572,13498,6615,4716,102401.0,87040.85
1690,Angela,Johnson,104982,6102,4248,3244,118576.0,100789.6
1691,Cory,Smith,114788,6301,5015,3193,129297.0,109902.45
1692,Juan,Weber,31758,15523,8856,1011,57148.0,48575.8
1693,Melissa,Perez,106721,13734,9335,3189,132979.0,113032.15
1694,Eric,Chase,36534,15179,2347,2484,56544.0,48062.4
1695,Jennifer,Fields,105675,8256,7853,1830,123614.0,105071.9
1696,Laura,Byrd,108346,14988,7000,2515,132849.0,112921.65
1697,Jason,Duncan,146141,9841,7904,4406,168292.0,143048.2
1698,Leonard,Hill,65540,7441,4246,1455,78682.0,66879.7
1699,Scott,Lamb,98831,19802,9614,4321,132568.0,112682.8
1700,David,Hall,103534,14966,9033,2709,130242.0,110705.7
1701,Nicholas,Hardin,63391,14015,5936,3386,86728.0,73718.8
1702,Benjamin,Edwards,93273,10479,3154,2989,109895.0,93410.75
1703,David,Stevens,112194,6086,8672,3459,130411.0,110849.35
1704,Kristine,Bell,115024,19191,6131,4929,145275.0,123483.75
1705,Eric,Mueller,39910,16677,9248,1808,67643.0,57496.55
1706,Lori,Moore,123796,18218,7565,3342,152921.0,129982.85
1707,Zachary,Peterson,54872,5543,8597,3554,72566.0,61681.1
1708,Michael,Green,36640,9537,3630,1721,51528.0,43798.8
1709,Steven,Bartlett,142746,19145,5500,4395,171786.0,146018.1
1710,Melissa,Mullins,52503,16974,3927,3229,76633.0,65138.05
1711,Nicole,Blair,111002,6478,3399,4006,124885.0,106152.25
1712,Felicia,Perez,149942,7102,9666,2180,168890.0,143556.5
1713,Regina,Kaiser,48515,6212,9377,3371,67475.0,57353.75
1714,Joe,Hoover,53181,6817,6130,3724,69852.0,59374.2
1715,Samantha,Jones,46243,17885,4232,3707,72067.0,61256.95
1716,Lisa,Singh,109953,5030,3055,4759,122797.0,104377.45
1717,Jason,Smith,40808,8286,4011,3909,57014.0,48461.9
1718,Dominique,Gamble,84280,10149,7551,3945,105925.0,90036.25
1719,Holly,Glover,107824,11471,5018,4205,128518.0,109240.3
1720,Robert,Owens,61170,19899,2332,4064,87465.0,74345.25
1721,Gary,Arnold,146486,10047,7543,1678,165754.0,140890.9
1722,Thomas,Owens,42225,13023,3755,2528,61531.0,52301.35
1723,James,Dennis,143457,9086,7054,1675,161272.0,137081.2
1724,Karina,Salas,34979,18070,3934,4188,61171.0,51995.35
1725,Joshua,Stark,50264,9324,4024,2915,66527.0,56547.95
1726,Tom,Johnson,58757,7499,4329,1142,71727.0,60967.95
1727,David,Owen,106234,11809,9303,4243,131589.0,111850.65
1728,Amber,Smith,134706,11851,4262,1096,151915.0,129127.75
1729,Adam,Lee,55598,7683,9952,1232,74465.0,63295.25
1730,Michael,Richardson,49873,7076,4306,3096,64351.0,54698.35
1731,Travis,Campbell,54100,14406,8157,4261,80924.0,68785.4
1732,Hannah,Rivera,53660,5925,7478,4587,71650.0,60902.5
1733,Jay,Robinson,128716,15960,4154,1654,150484.0,127911.4
1734,Tamara,Campbell,98989,12095,4375,3736,119195.0,101315.75
1735,Yolanda,Santos,78203,18444,6889,4153,107689.0,91535.65
1736,Kevin,Garcia,120577,6590,4404,1853,133424.0,113410.4
1737,Thomas,Chaney,62836,8248,2811,3539,77434.0,65818.9
1738,Barbara,Anderson,90577,19028,5287,1501,116393.0,98934.05
1739,Wendy,Miller,42881,15187,3341,2048,63457.0,53938.45
1740,Brian,Mullins,79896,9121,9141,2283,100441.0,85374.85
1741,Christine,Hale,50839,14348,7297,4023,76507.0,65030.95
1742,Daniel,Shea,34712,13091,6976,3328,58107.0,49390.95
1743,Kendra,Roberts,97910,10029,6241,1071,115251.0,97963.35
1744,Deborah,Kennedy,50736,17245,5111,2765,75857.0,64478.45
1745,Brandy,Hogan,145022,7790,4284,2240,159336.0,135435.6
1746,Brandon,Green,68066,12429,7727,3348,91570.0,77834.5
1747,Jeremy,Smith,99915,16147,6994,1803,124859.0,106130.15
1748,Dennis,Kelly,51456,15537,5964,1594,74551.0,63368.35
1749,Jared,York,39874,9619,5686,4698,59877.0,50895.45
1750,Diana,Mcdonald,71739,15051,4534,2901,94225.0,80091.25
1751,James,Rubio,36451,10740,3180,3857,54228.0,46093.8
1752,Timothy,Mcdonald,61198,15697,4351,4294,85540.0,72709.0
1753,Robert,Cabrera,121857,8463,2723,1270,134313.0,114166.05
1754,Michael,Green,117666,14795,3000,2955,138416.0,117653.6
1755,Andrew,Fernandez,102026,6204,8529,4151,120910.0,102773.5
1756,Diamond,Johnson,36274,13544,9255,3345,62418.0,53055.3
1757,James,Burns,54978,10205,6422,2015,73620.0,62577.0
1758,Tina,Gillespie,56049,11954,7690,4323,80016.0,68013.6
1759,Lawrence,Washington,90747,6414,7899,1407,106467.0,90496.95
1760,Rachel,Harrison,46583,8370,4493,3588,63034.0,53578.9
1761,Sara,Jackson,37475,14930,7714,3040,63159.0,53685.15
1762,Theresa,Mccann,80749,14744,3872,3641,103006.0,87555.1
1763,Stacy,Vaughn,46027,13235,6591,3360,69213.0,58831.05
1764,Deborah,Nunez,132342,17061,2230,4728,156361.0,132906.85
1765,Larry,Wright,50270,19111,8208,1002,78591.0,66802.35
1766,Jean,Hernandez,101047,10282,6989,3363,121681.0,103428.85
1767,Matthew,Snyder,93918,19691,7837,3469,124915.0,106177.75
1768,Juan,Schmidt,49374,10030,5633,3481,68518.0,58240.3
1769,Amanda,Rodgers,147034,18229,8844,1405,175512.0,149185.2
1770,Christopher,Marshall,113815,9635,8262,4333,136045.0,115638.25
1771,James,Donovan,117024,6406,7748,1855,133033.0,113078.05
1772,Ruben,Lyons,60061,12529,6214,2088,80892.0,68758.2
1773,James,Welch,97618,18755,6822,3509,126704.0,107698.4
1774,Meredith,Harrison,144927,12185,8766,4199,170077.0,144565.45
1775,Felicia,Baker,136762,8965,4279,2315,152321.0,129472.85
1776,Carlos,Richardson,94398,12853,7631,1097,115979.0,98582.15
1777,Allison,Zimmerman,120225,7921,3593,2462,134201.0,114070.85
1778,Kevin,Ramirez,42038,16801,2386,3194,64419.0,54756.15
1779,Victoria,Wright,119993,10757,8074,4761,143585.0,122047.25
1780,Kenneth,Shannon,36862,16442,9355,3606,66265.0,56325.25
1781,Kelly,Sanchez,129917,12009,3162,2974,148062.0,125852.7
1782,Courtney,Jennings,52955,19208,4443,4948,81554.0,69320.9
1783,Ashley,Grant,136265,10959,9423,2116,158763.0,134948.55
1784,Shannon,Wilson,144631,16399,5008,2586,168624.0,143330.4
1785,David,Barker,77174,6059,9990,1313,94536.0,80355.6
1786,Eric,Moore,31919,16183,6967,2055,57124.0,48555.4
1787,Jessica,Villa,54096,13977,6068,2956,77097.0,65532.45
1788,Victoria,Hebert,97464,14534,6508,4928,123434.0,104918.9
1789,Michael,Vasquez,90999,15106,8395,2627,117127.0,99557.95
1790,Kristin,Perkins,67634,9332,6228,3396,86590.0,73601.5
1791,Brandi,Moody,54567,17931,2846,3642,78986.0,67138.1
1792,Travis,Hughes,86729,13035,7922,1205,108891.0,92557.35
1793,Kent,Jones,143211,13739,7134,3977,168061.0,142851.85
1794,Carol,Martin,37593,7868,4247,1446,51154.0,43480.9
1795,Jon,Smith,139848,5500,4859,4917,155124.0,131855.4
1796,Ryan,Lam,82369,14803,3061,4807,105040.0,89284.0
1797,Cassandra,Grimes,39481,19745,9301,4894,73421.0,62407.85
1798,Mary,Gray,57292,17371,7253,4950,86866.0,73836.1
1799,Megan,Grant,80633,7588,4240,4939,97400.0,82790.0
1800,Christian,Schultz,148670,7078,4208,1639,161595.0,137355.75
1801,Keith,Wang,35232,16434,4106,4584,60356.0,51302.6
1802,Courtney,Walter,30959,6414,2693,4574,44640.0,37944.0
1803,Michelle,Lopez,42710,18333,8151,2985,72179.0,61352.15
1804,Andrea,Whitney,33589,16132,4365,2423,56509.0,48032.65
1805,Sarah,Smith,124539,19999,6966,2887,154391.0,131232.35
1806,Sandra,Cole,73283,17417,4667,1313,96680.0,82178.0
1807,Carrie,Garrett,49852,11689,8737,1347,71625.0,60881.25
1808,Gina,Liu,101161,9227,3811,1780,115979.0,98582.15
1809,Robert,Young,71450,18526,4086,4000,98062.0,83352.7
1810,Craig,Brown,123512,6686,8376,1574,140148.0,119125.8
1811,Tina,Williams,66462,18704,3355,1144,89665.0,76215.25
1812,Christy,Parker,131368,5119,4008,2590,143085.0,121622.25
1813,Ashley,Pacheco,50592,8660,3668,3297,66217.0,56284.45
1814,Todd,Hubbard,100652,12254,4699,1218,118823.0,100999.55
1815,Kristen,Richardson,58812,18283,4871,4894,86860.0,73831.0
1816,Laurie,Nelson,86954,17472,5712,4286,114424.0,97260.4
1817,Paula,Chapman,46601,10909,6849,4252,68611.0,58319.35
1818,Heidi,Johnson,105441,7965,3836,3553,120795.0,102675.75
1819,Kimberly,Reed,44321,13419,6932,2384,67056.0,56997.6
1820,Alex,Moran,94726,11126,9679,3974,119505.0,101579.25
1821,Patrick,Valentine,94046,10023,4061,2704,110834.0,94208.9
1822,Stephanie,Thomas,48681,16180,9878,4353,79092.0,67228.2
1823,Bryan,Bentley,40980,8541,3819,4523,57863.0,49183.55
1824,Carol,Todd,78965,8123,8788,1463,97339.0,82738.15
1825,David,Nichols,57263,5393,5312,4653,72621.0,61727.85
1826,Dana,Williams,53562,14666,9808,2182,80218.0,68185.3
1827,David,Casey,135102,11046,9846,2780,158774.0,134957.9
1828,Christian,Woods,118261,8510,7643,4316,138730.0,117920.5
1829,Erin,Young,44667,13418,7796,3811,69692.0,59238.2
1830,Christopher,Richard,70153,8649,3748,3245,85795.0,72925.75
1831,John,Mcdonald,70588,12435,6182,4386,93591.0,79552.35
1832,Robert,Glover,126525,6778,3772,4323,141398.0,120188.3
1833,Monique,Cruz,119479,12599,4684,3345,140107.0,119090.95
1834,Corey,Brewer,123970,11305,6901,4165,146341.0,124389.85
1835,Vanessa,Hatfield,96544,7815,3354,4073,111786.0,95018.1
1836,Kevin,Williams,122276,15658,8669,2099,148702.0,126396.7
1837,David,Reynolds,111410,13460,5788,4239,134897.0,114662.45
1838,Brenda,Brewer,84102,16179,8912,3607,112800.0,95880.0
1839,Sarah,Baker,119468,11591,8479,1584,141122.0,119953.7
1840,Susan,Chaney,39471,12362,5237,4139,61209.0,52027.65
1841,Steven,Mcgee,130832,15451,5835,1043,153161.0,130186.85
1842,Ryan,Smith,78081,6293,7037,4031,95442.0,81125.7
1843,Jennifer,Hebert,140536,15655,5815,3065,165071.0,140310.35
1844,James,Cox,142774,16845,2932,2509,165060.0,140301.0
1845,Tara,Wall,60268,15627,3929,1876,81700.0,69445.0
1846,Eugene,Huff,98044,14543,9129,4566,126282.0,107339.7
1847,Rebekah,Evans,53262,9376,7328,1060,71026.0,60372.1
1848,Michael,Gilbert,55187,10580,9243,4028,79038.0,67182.3
1849,Marcus,Lewis,72327,8777,5236,2153,88493.0,75219.05
1850,Jonathan,Webb,115969,7439,7124,3337,133869.0,113788.65
1851,Brian,Owens,137820,9832,4296,3075,155023.0,131769.55
1852,Russell,Flores,90708,8411,8909,1773,109801.0,93330.85
1853,Matthew,Jones,35150,17168,8352,1428,62098.0,52783.3
1854,John,Young,122632,16997,2898,4035,146562.0,124577.7
1855,Emily,Garrett,53363,11946,3785,1231,70325.0,59776.25
1856,Destiny,Cox,68264,19407,9764,2471,99906.0,84920.1
1857,Jennifer,Andrade,37265,14510,5720,2357,59852.0,50874.2
1858,Cathy,Craig,73399,19419,3443,4317,100578.0,85491.3
1859,Heather,Barber,96069,11279,4644,2414,114406.0,97245.1
1860,Kimberly,Hill,75995,9212,3275,1503,89985.0,76487.25
1861,Jonathan,Nelson,41844,18125,9783,2993,72745.0,61833.25
1862,Carlos,Sherman,42915,17190,2493,2365,64963.0,55218.55
1863,Leah,Skinner,77658,16827,4320,1308,100113.0,85096.05
1864,Edward,Watson,142470,18945,4845,2325,168585.0,143297.25
1865,Edward,Lee,72435,16144,9133,2599,100311.0,85264.35
1866,Bethany,Fowler,54402,14815,9987,2243,81447.0,69229.95
1867,Sarah,Howard,89711,11983,2132,1990,105816.0,89943.6
1868,Kathy,Jackson,50868,6122,7823,2163,66976.0,56929.6
1869,Sean,Gilbert,119522,13660,3156,1637,137975.0,117278.75
1870,Sean,Hill,124656,5948,8630,4621,143855.0,122276.75
1871,Dylan,Coffey,69886,10130,6483,2742,89241.0,75854.85
1872,Dwayne,Ramos,149138,9206,6947,2830,168121.0,142902.85
1873,Amy,Baker,52715,15709,2471,4712,75607.0,64265.95
1874,Angel,Webb,83358,12888,8013,4176,108435.0,92169.75
1875,Aaron,Rivera,47438,17524,7725,4524,77211.0,65629.35
1876,Michael,Evans,62816,13220,4255,1650,81941.0,69649.85
1877,Kristina,Rodgers,127812,17958,3902,1170,150842.0,128215.7
1878,Ricardo,Baker,120592,16019,5333,3985,145929.0,124039.65
1879,Morgan,Smith,75241,8874,8630,4295,97040.0,82484.0
1880,Michelle,Brown,86157,10743,8412,2721,108033.0,91828.05
1881,David,Brown,42372,8680,2842,3983,57877.0,49195.45
1882,Kristy,Yoder,143015,15550,4948,2199,165712.0,140855.2
1883,Martin,Hoffman,120770,13037,8836,3614,146257.0,124318.45
1884,Scott,Davidson,83402,12710,8517,3596,108225.0,91991.25
1885,Darrell,Casey,40000,16501,8922,4805,70228.0,59693.8
1886,Christopher,Thomas,92799,7262,6779,3002,109842.0,93365.7
1887,Carl,Carlson,110965,19617,6570,3738,140890.0,119756.5
1888,Daniel,Boyd,135045,12137,6483,1768,155433.0,132118.05
1889,Sandra,Wilson,149732,8743,9617,2116,170208.0,144676.8
1890,Michael,Berry,104782,17424,3769,3775,129750.0,110287.5
1891,Cody,Pitts,89871,11585,3491,4252,109199.0,92819.15
1892,Nicholas,Greer,138540,10698,9722,2940,161900.0,137615.0
1893,Carl,Cunningham,63786,9364,3473,1470,78093.0,66379.05
1894,Lauren,Rice,112858,6865,6619,2707,129049.0,109691.65
1895,Steven,Rodriguez,74006,14242,2748,2139,93135.0,79164.75
1896,Holly,Buck,59253,6951,4090,2338,72632.0,61737.2
1897,Jacqueline,Abbott,120861,18040,6223,2421,147545.0,125413.25
1898,Katelyn,Horton,112044,10685,7774,3468,133971.0,113875.35
1899,David,Thomas,144851,11476,5372,2042,163741.0,139179.85
1900,Taylor,Hudson,146392,19485,8292,4024,178193.0,151464.05
1901,Nicole,Kerr,58857,15400,3080,4553,81890.0,69606.5
1902,Misty,Orozco,90987,14115,6802,1322,113226.0,96242.1
1903,Virginia,Rivera,109258,8101,9944,2566,129869.0,110388.65
1904,Bruce,Alvarado,101378,16892,7848,4860,130978.0,111331.3
1905,Alexander,White,142169,5450,5687,1007,154313.0,131166.05
1906,Randy,Mooney,32496,11094,9156,2238,54984.0,46736.4
1907,Ashley,Wright,75414,13158,3579,2269,94420.0,80257.0
1908,Kevin,Hunter,88020,14629,3767,2144,108560.0,92276.0
1909,Olivia,Ramsey,123222,17143,5523,4883,150771.0,128155.35
1910,Jorge,Kelley,62674,15966,8801,4703,92144.0,78322.4
1911,Veronica,Weaver,100211,18766,5956,2942,127875.0,108693.75
1912,Joshua,Brown,85488,14231,2276,3326,105321.0,89522.85
1913,Andrea,King,37462,5238,5385,1281,49366.0,41961.1
1914,Jesse,Davis,128554,10074,9079,1166,148873.0,126542.05
1915,Keith,Hopkins,127318,7520,4328,2286,141452.0,120234.2
1916,Stephanie,Owens,117055,15905,6407,1519,140886.0,119753.1
1917,Rebecca,Jimenez,96576,12646,6283,1612,117117.0,99549.45
1918,Mary,Curtis,115737,11150,8040,1114,136041.0,115634.85
1919,Beverly,Carlson,110018,14243,7953,3139,135353.0,115050.05
1920,Jessica,Coleman,35995,16422,7676,3326,63419.0,53906.15
1921,Michelle,Ramos,55150,5733,5508,2514,68905.0,58569.25
1922,Jason,Vega,77618,18404,5084,4312,105418.0,89605.3
1923,Sheryl,Cherry,65476,7912,4698,2606,80692.0,68588.2
1924,Emily,Collins,100288,10591,5038,4248,120165.0,102140.25
1925,Nathan,Gross,109366,9038,5945,4668,129017.0,109664.45
1926,Jeremy,Edwards,63314,10065,3559,4365,81303.0,69107.55
1927,Daniel,Anderson,48600,8696,6711,2917,66924.0,56885.4
1928,Lori,Webb,143138,5717,2088,3315,154258.0,131119.3
1929,Nicole,Monroe,142708,5856,2583,3873,155020.0,131767.0
1930,Brian,Snow,141591,14248,3783,2934,162556.0,138172.6
1931,Brian,Delacruz,119433,16624,4244,3368,143669.0,122118.65
1932,Beth,Shah,127630,13237,6676,1618,149161.0,126786.85
1933,Hannah,Padilla,56692,6557,8934,4364,76547.0,65064.95
1934,Melissa,Arias,63818,11462,4903,3134,83317.0,70819.45
1935,Jack,Hernandez,71872,12568,5104,3955,93499.0,79474.15
1936,John,Martin,82520,17590,5431,2164,107705.0,91549.25
1937,Robert,Mcintyre,70561,11407,7785,4020,93773.0,79707.05
1938,John,Weber,86032,13335,8656,2521,110544.0,93962.4
1939,Alison,Beard,147170,16834,6443,4856,175303.0,149007.55
1940,Jeremy,Serrano,51065,9673,9824,1910,72472.0,61601.2
1941,Louis,Calhoun,62519,16205,2577,3795,85096.0,72331.6
1942,Thomas,Hicks,143311,19423,4311,3796,170841.0,145214.85
1943,Crystal,Frederick,56766,6582,4285,3382,71015.0,60362.75
1944,Michelle,Lynn,78754,10543,7171,2785,99253.0,84365.05
1945,Teresa,Moran,68775,7429,6088,1033,83325.0,70826.25
1946,Brenda,Johnson,62785,18343,9733,1186,92047.0,78239.95
1947,Leslie,Young,109898,10360,3335,3426,127019.0,107966.15
1948,Nancy,Burton,78065,16168,7479,2019,103731.0,88171.35
1949,Patricia,Jones,46856,6528,5017,2639,61040.0,51884.0
1950,David,Juarez,118019,8050,4697,3916,134682.0,114479.7
1951,Luke,Aguilar,44132,18061,8341,4520,75054.0,63795.9
1952,Melissa,Hall,138056,7305,5268,2037,152666.0,129766.1
1953,Sonya,Wilcox,36813,16936,9510,1219,64478.0,54806.3
1954,Matthew,Clayton,31563,19373,9822,4222,64980.0,55233.0
1955,Cynthia,Robles,56521,8252,3741,2865,71379.0,60672.15
1956,Ashley,Evans,104570,6112,2664,3246,116592.0,99103.2
1957,Alec,Johnson,63724,5071,3063,2656,74514.0,63336.9
1958,John,Glover,76902,12203,7281,3878,100264.0,85224.4
1959,Adrian,Sanchez,81836,18506,6985,4786,112113.0,95296.05
1960,Alexander,Hayes,56142,17108,8337,1358,82945.0,70503.25
1961,Mary,Carrillo,79227,13331,2175,4486,99219.0,84336.15
1962,Stephen,Shepard,34088,7649,5003,3006,49746.0,42284.1
1963,Randy,Murray,43009,9854,9449,4217,66529.0,56549.65
1964,Whitney,Nguyen,141768,8183,4233,4851,159035.0,135179.75
1965,Kathryn,Gross,111547,18041,3719,3411,136718.0,116210.3
1966,Craig,Hall,138809,7380,4051,3988,154228.0,131093.8
1967,Wanda,Harris,64677,13806,5462,2833,86778.0,73761.3
1968,Ashley,Hall,97150,6156,7379,1654,112339.0,95488.15
1969,Melissa,Wall,38641,16842,3034,3391,61908.0,52621.8
1970,Mark,Brewer,37340,6855,9887,1501,55583.0,47245.55
1971,Rodney,Morton,121470,5486,6503,4105,137564.0,116929.4
1972,Bradley,Armstrong,133668,6295,3415,1146,144524.0,122845.4
1973,Carl,Andrews,45784,9441,8617,1214,65056.0,55297.6
1974,Priscilla,Cooper,143212,10236,9319,2438,165205.0,140424.25
1975,Curtis,Reeves,100707,15389,8980,1070,126146.0,107224.1
1976,Michelle,Nielsen,71823,6139,6811,3643,88416.0,75153.6
1977,Courtney,Wright,133515,7525,3436,1679,146155.0,124231.75
1978,Karla,Rodgers,102729,11556,8005,2699,124989.0,106240.65
1979,Taylor,Bishop,49765,5629,8589,2993,66976.0,56929.6
1980,Christopher,Brown,130064,9298,5163,3832,148357.0,126103.45
1981,Clifford,Bautista,80934,9384,6581,1984,98883.0,84050.55
1982,Yvonne,Lopez,31550,14810,7316,2250,55926.0,47537.1
1983,Michael,Anthony,91029,9718,3069,2649,106465.0,90495.25
1984,Charles,Meadows,83355,16664,3603,2202,105824.0,89950.4
1985,Autumn,Young,76137,14255,5710,3496,99598.0,84658.3
1986,Laura,Martinez,129197,8953,4701,4991,147842.0,125665.7
1987,Tyler,Cunningham,135433,18685,7258,4025,165401.0,140590.85
1988,Robert,Tate,124980,11252,8197,1172,145601.0,123760.85
1989,Andrew,Villanueva,124350,12328,3060,3770,143508.0,121981.8
1990,Veronica,Higgins,83447,5544,8426,1503,98920.0,84082.0
1991,Jamie,Jones,141846,17426,9976,4280,173528.0,147498.8
1992,Alexander,Smith,63705,7415,2404,4245,77769.0,66103.65
1993,Randy,Campbell,31007,11859,5130,4764,52760.0,44846.0
1994,John,Smith,67383,10851,5843,4842,88919.0,75581.15
1995,Morgan,Gill,63129,5470,9331,4479,82409.0,70047.65
1996,William,Rivers,30445,14648,8042,2496,55631.0,47286.35
1997,John,Martin,41069,9566,6225,1763,58623.0,49829.55
1998,Karen,Gomez,93217,7697,2041,1407,104362.0,88707.7
1999,Edward,Miller,55005,19346,3124,4806,82281.0,69938.85
2000,Matthew,Vazquez,116693,5639,5967,3834,132133.0,112313.05
